"","word","catnum","catname","syl","letters","freq","frequency","rank","rfreq"
"4691","yellow perch","52","fish",3,11,3,NA,84,NA
"4692","zebra","52","fish",2,5,3,NA,85,NA
"4693","angler","52","fish",2,6,2,NA,86,NA
"4694","billy gar","52","fish",3,8,2,NA,87,NA
"4695","black bass","52","fish",2,9,2,NA,88,NA
"4696","bonito","52","fish",3,6,2,NA,89,NA
"4697","crossopterygian","52","fish",5,15,2,NA,90,NA
"4698","gefillte","52","fish",3,8,2,NA,91,NA
"4699","large-mouth bass","52","fish",3,15,2,NA,92,NA
"4700","puffer","52","fish",2,6,2,NA,93,NA
"4701","rainbow","52","fish",2,7,2,NA,94,NA
"4702","salamander","52","fish",4,10,2,NA,95,NA
"4703","sawfish","52","fish",2,7,2,NA,96,NA
"4704","small-mouth bass","52","fish",3,15,2,NA,97,NA
"4705","smoked fish","52","fish",2,10,2,NA,98,NA
"4706","steak","52","fish",1,5,2,NA,99,NA
"4707","tadpole","52","fish",2,7,2,NA,100,NA
"4708","weak fish","52","fish",2,8,2,NA,101,NA
"4709","white marlin","52","fish",3,11,2,NA,102,NA
"4710","rattle","53","snake",2,6,374,5,1,2.1
"4711","black","53","snake",1,5,357,203,2,3.04
"4712","cobra","53","snake",2,5,188,3,3,3.02
"4713","copperhead","53","snake",3,10,162,0,4,2.88
"4714","garter","53","snake",2,6,161,0,5,3.69
"4715","water moccasin","53","snake",5,13,146,0,6,4
"4716","garden","53","snake",2,6,125,60,7,3.75
"4717","python","53","snake",2,6,115,14,8,3.48
"4718","poison","53","snake",2,6,113,10,9,3.06
"4719","coral","53","snake",2,5,90,5,10,3.85
"4720","boa","53","snake",1,3,76,7,11,4.77
"4721","boa constrictor","53","snake",4,14,63,0,12,3.35
"4722","cottonmouth","53","snake",3,11,51,1,13,3.96
"4723","green","53","snake",1,5,49,116,14,3.92
"4724","king","53","snake",1,4,39,88,15,4.3
"4725","grass","53","snake",1,5,33,53,16,3.93
"4726","diamondback","53","snake",3,11,32,0,17,4.33
"4727","blue racer","53","snake",3,9,28,0,18,6
"4728","water","53","snake",2,5,27,442,19,4.12
"4729","bull","53","snake",1,4,20,14,20,4.33
"4730","moccasin","53","snake",3,8,19,1,21,4.47
"4731","milk","53","snake",1,4,18,49,22,5
"4732","asp","53","snake",1,3,16,0,23,3.2
"4733","black jacket","53","snake",3,11,15,0,24,4
"4734","anaconda","53","snake",4,8,11,14,25,5.13
"4735","viper","53","snake",2,5,11,0,26,3.38
"4736","sidewinder","53","snake",3,10,9,NA,27,NA
"4737","diamond head","53","snake",3,11,8,NA,28,NA
"4738","eel","53","snake",1,3,8,NA,29,NA
"4739","pit viper","53","snake",3,8,8,NA,30,NA
"4740","worm","53","snake",1,4,8,NA,31,NA
"4741","reptile","53","snake",2,7,7,NA,32,NA
"4742","long","53","snake",1,4,6,NA,33,NA
"4743","adder","53","snake",2,5,5,NA,34,NA
"4744","constrictor","53","snake",3,11,5,NA,35,NA
"4745","nonpoisonous","53","snake",4,12,4,NA,36,NA
"4746","tiger","53","snake",2,5,4,NA,37,NA
"4747","venom","53","snake",2,5,4,NA,38,NA
"4748","bite","53","snake",1,4,3,NA,39,NA
"4749","black panther","53","snake",3,12,3,NA,40,NA
"4750","bushmaster","53","snake",3,10,3,NA,41,NA
"4751","corn","53","snake",1,4,3,NA,42,NA
"4752","cow","53","snake",1,3,3,NA,43,NA
"4753","hognose","53","snake",2,7,3,NA,44,NA
"4754","lizard","53","snake",2,6,3,NA,45,NA
"4755","ring","53","snake",1,4,3,NA,46,NA
"4756","serpent","53","snake",2,7,3,NA,47,NA
"4757","brown","53","snake",1,5,2,NA,48,NA
"4758","coil","53","snake",1,4,2,NA,49,NA
"4759","crawl","53","snake",1,5,2,NA,50,NA
"4760","dangerous","53","snake",3,9,2,NA,51,NA
"4761","diamond","53","snake",2,7,2,NA,52,NA
"4762","indigo","53","snake",3,6,2,NA,53,NA
"4763","king cobra","53","snake",3,9,2,NA,54,NA
"4764","rat","53","snake",1,3,2,NA,55,NA
"4765","rock","53","snake",1,4,2,NA,56,NA
"4766","timber rattler","53","snake",4,13,2,NA,57,NA
"4767","ugly","53","snake",2,4,2,NA,58,NA
"4768","venomous","53","snake",3,8,2,NA,59,NA
"4769","vine","53","snake",1,4,2,NA,60,NA
"4770","yellowbelly","53","snake",4,11,2,NA,61,NA
"4771","new york","54","city",2,7,361,301,1,2.57
"4772","chicago","54","city",3,7,270,98,2,4.25
"4773","los angeles","54","city",4,10,194,90,3,4.72
"4774","washington","54","city",3,10,179,206,4,2.81
"4775","san francisco","54","city",4,12,173,110,5,5.21
"4776","baltimore","54","city",3,9,165,22,6,2.45
"4777","london","54","city",2,6,84,89,7,4.87
"4778","paris","54","city",2,5,84,67,8,4.94
"4779","miami","54","city",3,5,79,22,9,5.68
"4780","boston","54","city",6,6,74,61,10,4.06
"4781","philadelphia","54","city",5,12,63,50,11,3.9
"4782","detroit","54","city",2,7,52,21,12,4.72
"4783","dallas","54","city",2,6,50,58,13,7.1
"4784","champaign","54","city",2,9,45,13,14,6
"4785","st. louis","54","city",3,8,45,75,15,5.44
"4786","new orleans","54","city",4,10,39,42,16,5.56
"4787","rome","54","city",1,4,36,70,17,6.19
"4788","urbana","54","city",3,6,33,1,18,5
"4789","cleveland","54","city",2,9,31,17,19,4.89
"4790","pittsburg","54","city",2,9,30,25,20,5.31
"4791","denver","54","city",2,6,28,16,21,4.77
"4792","houston","54","city",2,7,27,25,22,7.2
"4793","college park","54","city",3,11,23,0,23,3.74
"4794","yokyo","54","city",2,5,23,18,24,4.57
"4795","silver spring","54","city",3,12,22,0,25,3.68
"4796","springfield","54","city",2,11,22,3,26,4
"4797","moscow","54","city",2,6,21,47,27,6.11
"4798","atlanta","54","city",3,7,20,35,28,4.62
"4799","berlin","54","city",2,6,19,74,29,5.71
"4800","tampa","54","city",2,5,18,0,30,5.64
"4801","annapolis","54","city",4,9,17,7,31,4.35
"4802","las vegas","54","city",3,8,17,10,32,5.57
"4803","peoria","54","city",4,6,17,0,33,5
"4804","bethesda","54","city",3,8,15,0,34,4.33
"4805","seattle","54","city",3,7,15,7,35,4.13
"4806","reno","54","city",2,4,13,7,36,6.27
"4807","san diego","54","city",4,8,13,5,37,6.5
"4808","columbus","54","city",3,8,12,14,38,5.33
"4809","kansas city","54","city",4,10,12,31,39,5.91
"4810","minneapolis","54","city",5,11,12,9,40,3.89
"4811","decatur","54","city",3,7,11,1,41,5.5
"4812","madrid","54","city",2,6,11,1,42,5
"4813","milwaukee","54","city",3,9,11,9,43,4.67
"4814","richmond","54","city",2,8,11,12,44,5.8
"4815","rockville","54","city",2,9,11,1,45,3.8
"4816","fort lauderdale","54","city",4,14,10,6,46,6.33
"4817","memphis","54","city",2,7,10,8,47,5.2
"4818","buffalo","54","city",3,7,9,NA,48,NA
"4819","hong kong","54","city",2,8,9,NA,49,NA
"4820","jacksonville","54","city",3,12,9,NA,50,NA
"4821","charleston","54","city",3,10,8,NA,51,NA
"4822","indianapolis","54","city",6,12,8,NA,52,NA
"4823","newark","54","city",2,6,8,NA,53,NA
"4824","sacramento","54","city",4,10,8,NA,54,NA
"4825","buildings","54","city",2,9,7,NA,55,NA
"4826","cincinnati","54","city",4,10,7,NA,56,NA
"4827","des moines","54","city",2,9,7,NA,57,NA
"4828","wheaton","54","city",2,7,7,NA,58,NA
"4829","austin","54","city",2,6,6,NA,59,NA
"4830","baton rouge","54","city",3,10,6,NA,60,NA
"4831","harrisburg","54","city",3,10,6,NA,61,NA
"4832","honolulu","54","city",4,8,6,NA,62,NA
"4833","hyattsville","54","city",3,11,6,NA,63,NA
"4834","ocean city","54","city",4,9,6,NA,64,NA
"4835","orlando","54","city",3,7,6,NA,65,NA
"4836","salt lake city","54","city",4,12,6,NA,66,NA
"4837","st. petersburg","54","city",4,13,6,NA,67,NA
"4838","wilmington","54","city",3,10,6,NA,68,NA
"4839","albany","54","city",3,6,5,NA,69,NA
"4840","alexandria","54","city",5,10,5,NA,70,NA
"4841","bombay","54","city",2,6,5,NA,71,NA
"4842","cinti","54","city",2,5,5,NA,72,NA
"4843","copenhagen","54","city",4,10,5,NA,73,NA
"4844","hartford","54","city",2,8,5,NA,74,NA
"4845","madison","54","city",3,7,5,NA,75,NA
"4846","miami beach","54","city",4,10,5,NA,76,NA
"4847","naples","54","city",2,6,5,NA,77,NA
"4848","nashville","54","city",2,9,5,NA,78,NA
"4849","phoenix","54","city",2,7,5,NA,79,NA
"4850","tulsa","54","city",2,5,5,NA,80,NA
"4851","bloomington","54","city",3,11,4,NA,81,NA
"4852","bonn","54","city",1,4,4,NA,82,NA
"4853","brussels","54","city",2,8,4,NA,83,NA
"4854","cambridge","54","city",2,9,4,NA,84,NA
"4855","cars","54","city",1,4,4,NA,85,NA
"4856","columbia","54","city",4,8,4,NA,86,NA
"4857","frederick","54","city",2,9,4,NA,87,NA
"4858","hagerstown","54","city",3,10,4,NA,88,NA
"4859","hollywood","54","city",3,9,4,NA,89,NA
"4860","kensington","54","city",3,10,4,NA,90,NA
"4861","lansing","54","city",2,7,4,NA,91,NA
"4862","louisville","54","city",3,10,4,NA,92,NA
"4863","salisbury","54","city",3,9,4,NA,93,NA
"4864","st. paul","54","city",2,7,4,NA,94,NA
"4865","takomark","54","city",3,8,4,NA,95,NA
"4866","tallahassee","54","city",4,11,4,NA,96,NA
"4867","towson","54","city",2,6,4,NA,97,NA
"4868","venice","54","city",2,6,4,NA,98,NA
"4869","york","54","city",1,4,4,NA,99,NA
"4870","athens","54","city",2,6,3,NA,100,NA
"4871","aurora","54","city",3,6,3,NA,101,NA
"4872","binghamton","54","city",3,10,3,NA,102,NA
"4873","birmingham","54","city",3,10,3,NA,103,NA
"4874","dayton","54","city",2,6,3,NA,104,NA
"4875","fort worth","54","city",2,9,3,NA,105,NA
"4876","greenbelt","54","city",2,9,3,NA,106,NA
"4877","hotel","54","city",2,5,3,NA,107,NA
"4878","houses","54","city",2,6,3,NA,108,NA
"4879","long beach","54","city",2,9,3,NA,109,NA
"4880","lucerne","54","city",2,7,3,NA,110,NA
"4881","mattoon","54","city",2,7,3,NA,111,NA
"4882","mobile","54","city",2,6,3,NA,112,NA
"4883","montreal","54","city",3,8,3,NA,113,NA
"4884","norfolk","54","city",2,7,3,NA,114,NA
"4885","oklahoma city","54","city",6,12,3,NA,115,NA
"4886","oslo","54","city",2,4,3,NA,116,NA
"4887","portland","54","city",2,8,3,NA,117,NA
"4888","prague","54","city",1,6,3,NA,118,NA
"4889","raleigh","54","city",2,7,3,NA,119,NA
"4890","riverdale","54","city",3,9,3,NA,120,NA
"4891","roanoke","54","city",3,7,3,NA,121,NA
"4892","rockford","54","city",2,8,3,NA,122,NA
"4893","salem","54","city",2,5,3,NA,123,NA
"4894","san jose","54","city",3,7,3,NA,124,NA
"4895","savannah","54","city",3,8,3,NA,125,NA
"4896","scranton","54","city",2,8,3,NA,126,NA
"4897","streets","54","city",1,7,3,NA,127,NA
"4898","toledo","54","city",3,6,3,NA,128,NA
"4899","topeka","54","city",3,6,3,NA,129,NA
"4900","tucson","54","city",2,6,3,NA,130,NA
"4901","vienna","54","city",3,6,3,NA,131,NA
"4902","albuquerque","54","city",4,11,2,NA,132,NA
"4903","arlington","54","city",3,9,2,NA,133,NA
"4904","aspen","54","city",2,5,2,NA,134,NA
"4905","bangkok","54","city",2,7,2,NA,135,NA
"4906","bars","54","city",1,4,2,NA,136,NA
"4907","battle creek","54","city",3,11,2,NA,137,NA
"4908","belleville","54","city",2,10,2,NA,138,NA
"4909","berkeley","54","city",2,8,2,NA,139,NA
"4910","boise","54","city",2,5,2,NA,140,NA
"4911","boulder","54","city",2,7,2,NA,141,NA
"4912","brooklyn","54","city",2,8,2,NA,142,NA
"4913","buenos aires","54","city",4,11,2,NA,143,NA
"4914","buses","54","city",2,5,2,NA,144,NA
"4915","calcutta","54","city",3,8,2,NA,145,NA
"4916","carbondale","54","city",3,10,2,NA,146,NA
"4917","charlotte","54","city",2,9,2,NA,147,NA
"4918","charlottesville","54","city",3,15,2,NA,148,NA
"4919","cheyenne","54","city",2,8,2,NA,149,NA
"4920","country","54","city",2,7,2,NA,150,NA
"4921","crowded","54","city",2,7,2,NA,151,NA
"4922","cumberland","54","city",3,10,2,NA,152,NA
"4923","cyor","54","city",2,4,2,NA,153,NA
"4924","falls church","54","city",2,11,2,NA,154,NA
"4925","florence","54","city",2,8,2,NA,155,NA
"4926","freeport","54","city",2,8,2,NA,156,NA
"4927","gary","54","city",2,4,2,NA,157,NA
"4928","glenburn","54","city",2,8,2,NA,158,NA
"4929","greenville","54","city",2,10,2,NA,159,NA
"4930","helena","54","city",3,6,2,NA,160,NA
"4931","hot","54","city",1,3,2,NA,161,NA
"4932","joliet","54","city",3,6,2,NA,162,NA
"4933","kalamazoo","54","city",4,9,2,NA,163,NA
"4934","lake forest","54","city",3,10,2,NA,164,NA
"4935","lancaster","54","city",3,9,2,NA,165,NA
"4936","la platte","54","city",2,8,2,NA,166,NA
"4937","laurel","54","city",2,6,2,NA,167,NA
"4938","luceine","54","city",2,7,2,NA,168,NA
"4939","mexico city","54","city",5,10,2,NA,169,NA
"4940","morton grove","54","city",3,11,2,NA,170,NA
"4941","new brunswick","54","city",3,12,2,NA,171,NA
"4942","new haven","54","city",3,8,2,NA,172,NA
"4943","new jersey","54","city",3,9,2,NA,173,NA
"4944","newport","54","city",2,7,2,NA,174,NA
"4945","pasadena","54","city",4,8,2,NA,175,NA
"4946","pensacola","54","city",4,9,2,NA,176,NA
"4947","portland","54","city",2,8,2,NA,177,NA
"4948","rantoul","54","city",2,7,2,NA,178,NA
"4949","restaurant","54","city",3,10,2,NA,179,NA
"4950","rio de janeiro","54","city",6,12,2,NA,180,NA
"4951","rotterdam","54","city",3,9,2,NA,181,NA
"4952","saigon","54","city",2,6,2,NA,182,NA
"4953","san antonio","54","city",5,10,2,NA,183,NA
"4954","sidewalks","54","city",2,9,2,NA,184,NA
"4955","slums","54","city",1,5,2,NA,185,NA
"4956","south bend","54","city",2,9,2,NA,186,NA
"4957","state","54","city",1,5,2,NA,187,NA
"4958","steator","54","city",2,7,2,NA,188,NA
"4959","stores","54","city",1,6,2,NA,189,NA
"4960","streets","54","city",1,7,2,NA,190,NA
"4961","toronto","54","city",3,7,2,NA,191,NA
"4962","traffic","54","city",2,7,2,NA,192,NA
"4963","wilkes-barre","54","city",2,12,2,NA,193,NA
"4964","youngstown","54","city",2,10,2,NA,194,NA
"4965","new york","55","state",2,7,300,301,1,4.36
"4966","california","55","state",5,10,297,65,2,5.94
"4967","maryland","55","state",3,8,264,23,3,1.84
"4968","florida","55","state",3,7,225,20,4,6.12
"4969","illinois","55","state",3,8,186,40,5,5.62
"4970","texas","55","state",2,5,147,69,6,7.14
"4971","virginia","55","state",4,8,144,75,7,4.91
"4972","pennsylvania","55","state",4,12,133,45,8,4.64
"4973","maine","55","state",1,5,116,9,9,5.64
"4974","new jersey","55","state",3,9,114,26,10,5.46
"4975","ohio","55","state",3,4,109,38,11,5.81
"4976","indiana","55","state",4,7,98,13,12,5.8
"4977","wisconsin","55","state",3,9,86,19,13,5.25
"4978","alabama","55","state",4,7,85,20,14,6.66
"4979","washington","55","state",3,10,84,206,15,6.84
"4980","iowa","55","state",4,4,82,4,16,7.36
"4981","georgia","55","state",3,7,78,46,17,8.21
"4982","north carolina","55","state",5,13,77,25,18,6.84
"4983","oregon","55","state",3,6,75,11,19,7.49
"4984","massachusetts","55","state",4,13,73,50,20,6.22
"4985","south carolina","55","state",5,13,70,25,21,7.55
"4986","delaware","55","state",3,8,69,27,22,5.61
"4987","michigan","55","state",3,8,67,21,23,7.36
"4988","vermont","55","state",2,7,65,21,24,6.96
"4989","new mexico","55","state",4,9,64,19,25,6.49
"4990","new hampshire","55","state",3,12,63,11,26,5.88
"4991","mississippi","55","state",4,11,62,39,27,7.47
"4992","alaska","55","state",3,6,58,22,28,6.37
"4993","colorado","55","state",4,8,53,13,29,6.35
"4994","hawaii","55","state",3,6,50,16,30,6.63
"4995","louisiana","55","state",5,9,48,30,31,7.54
"4996","rhode island","55","state",3,11,48,0,32,6.49
"4997","kentucky","55","state",3,8,47,14,33,6.96
"4998","missouri","55","state",3,8,46,21,34,7.75
"4999","utah","55","state",2,4,46,6,35,6.11
"5000","west virginia","55","state",5,12,46,75,36,7.08
"5001","arizona","55","state",4,7,44,9,37,7.07
"5002","tennessee","55","state",3,9,43,23,38,8.75
"5003","north dakota","55","state",4,11,42,6,39,8.26
"5004","neveda","55","state",3,6,41,6,40,6.95
"5005","montana","55","state",3,7,40,2,41,7.39
"5006","connecticut","55","state",4,11,38,17,42,6.41
"5007","south dakota","55","state",4,7,38,6,43,9.04
"5008","arkansas","55","state",3,8,37,18,44,6.22
"5009","minnisota","55","state",4,9,33,13,45,6.08
"5010","wyoming","55","state",3,7,29,9,46,7.67
"5011","idaho","55","state",3,5,28,3,47,5.67
"5012","kansas","55","state",2,6,28,31,48,6.24
"5013","nebraska","55","state",3,8,28,6,49,7.21
"5014","oklahoma","55","state",4,8,25,14,50,8
"5015","confusion","55","state",3,9,4,NA,51,NA
"5016","happiness","55","state",3,9,2,NA,52,NA
"5017","new orleans","55","state",3,10,2,NA,53,NA
"5018","u.maryland","56","college or university",3,10,251,23,1,1.33
"5019","u.illinois","56","college or university",4,10,168,40,2,3.89
"5020","harvard","56","college or university",2,7,160,34,3,4.21
"5021","yale","56","college or university",1,4,133,13,4,4.46
"5022","ucla","56","college or university",4,4,92,0,5,4.98
"5023","princeton","56","college or university",2,9,84,7,6,5.05
"5024","u.michigan","56","college or university",4,10,65,21,7,4.81
"5025","duke","56","college or university",1,4,57,11,8,4.18
"5026","penn state","56","college or university",2,9,56,5,9,3.88
"5027","northwestern","56","college or university",3,12,48,4,10,5
"5028","u.wisconsin","56","college or university",4,11,45,19,11,4.5
"5029","mit","56","college or university",3,3,42,0,12,4.04
"5030","new york u.","56","college or university",3,9,39,301,13,5.16
"5031","u.virginia","56","college or university",5,10,39,75,14,4.28
"5032","purdue","56","college or university",2,6,38,12,15,4.73
"5033","southern illinois","56","college or university",5,16,38,0,16,5
"5034","cornell","56","college or university",2,7,37,5,17,4.56
"5035","indiana u.","56","college or university",5,9,36,13,18,4.29
"5036","u.chicago","56","college or university",4,9,36,98,19,4.2
"5037","american u.","56","college or university",5,10,33,569,20,3.88
"5038","dartmouth","56","college or university",2,9,29,30,21,5.63
"5039","ohio state","56","college or university",4,9,29,38,22,5.46
"5040","u.california","56","college or university",6,12,29,65,23,4.94
"5041","columbia","56","college or university",4,8,28,18,24,5.47
"5042","stanford","56","college or university",2,8,28,1,25,4.8
"5043","u.iowa","56","college or university",4,6,28,4,26,4.3
"5044","u.north carolina","56","college or university",6,15,28,25,27,5.11
"5045","georgetown u.","56","college or university",2,12,27,3,28,4.11
"5046","george washington","56","college or university",4,16,26,206,29,4
"5047","northern illinois","56","college or university",5,16,26,0,30,4.2
"5048","u.miami","56","college or university",4,7,26,22,31,4.28
"5049","michigan state","56","college or university",4,13,23,21,32,6
"5050","north carolina sta","56","college or university",5,18,21,25,33,5.48
"5051","rutgers","56","college or university",2,7,21,0,34,5.11
"5052","u.florida","56","college or university",4,9,21,20,35,5.29
"5053","u.pennsylvania","56","college or university",6,14,21,45,36,3.47
"5054","vassar","56","college or university",2,6,21,0,37,5.3
"5055","oxford","56","college or university",2,6,20,18,38,4.57
"5056","bradley","56","college or university",2,7,19,4,39,4.75
"5057","notre dame","56","college or university",3,9,18,1,40,4.5
"5058","u.s. naval academy","56","college or university",8,17,18,0,41,5.53
"5059","u.minnesota","56","college or university",4,11,18,13,42,5
"5060","u.south carolina","56","college or university",6,15,18,25,43,6.38
"5061","u.washington","56","college or university",3,12,18,206,44,5.2
"5062","brown u.","56","college or university",2,7,17,0,45,5.79
"5063","clemson","56","college or university",2,7,17,0,46,4.53
"5064","western illinois","56","college or university",5,15,17,0,47,4.5
"5065","berkeley","56","college or university",2,8,16,2,48,4.5
"5066","cal tech","56","college or university",2,7,16,1,49,4.83
"5067","radcliffe","56","college or university",2,9,16,0,50,6.25
"5068","johns hopkins","56","college or university",3,12,15,13,51,3.87
"5069","u.so. california","56","college or university",8,20,15,0,52,3
"5070","eastern illinois","56","college or university",5,15,14,0,53,4
"5071","illinois institute","56","college or university",11,29,14,0,54,4
"5072","u.pittsburg","56","college or university",3,11,14,25,55,4.07
"5073","u.texas","56","college or university",3,7,14,69,56,5.09
"5074","bucknell","56","college or university",2,8,12,0,57,3.67
"5075","tulane","56","college or university",2,6,12,1,58,5.44
"5076","western maryland","56","college or university",5,15,12,0,59,3.92
"5077","catholic u.","56","college or university",4,10,11,84,60,4.27
"5078","georgia tech","56","college or university",4,11,11,46,61,5.18
"5079","goucher","56","college or university",2,7,11,0,62,5.36
"5080","loyola","56","college or university",3,6,11,0,63,5.6
"5081","maryland jr.c.","56","college or university",3,14,11,23,64,3.91
"5082","u.baltimore","56","college or university",4,11,11,22,65,3.09
"5083","william and mary","56","college or university",5,14,11,0,66,4
"5084","boston u.","56","college or university",3,8,10,61,67,5.25
"5085","cambridge","56","college or university",2,9,10,15,68,4.33
"5086","millikin","56","college or university",3,8,10,0,69,4.5
"5087","syracuse u.","56","college or university",4,10,10,1,70,4.89
"5088","towson","56","college or university",2,6,10,0,71,4
"5089","u.colorado","56","college or university",5,10,10,13,72,5
"5090","u.west virginia","56","college or university",5,15,10,75,73,5.2
"5091","wake forest","56","college or university",3,10,10,0,74,5.4
"5092","brandeis","56","college or university",2,8,9,NA,75,NA
"5093","frostburg","56","college or university",2,9,9,NA,76,NA
"5094","miami u.","56","college or university",8,7,9,NA,77,NA
