"","word","catnum","catname","syl","letters","freq","frequency","rank","rfreq"
"2276","cricket","29","sport",2,7,6,NA,48,NA
"2277","hiking","29","sport",2,6,6,NA,49,NA
"2278","horseshoes","29","sport",2,10,6,NA,50,NA
"2279","roller skating","29","sport",4,13,5,NA,51,NA
"2280","rowing","29","sport",2,6,5,NA,52,NA
"2281","speedball","29","sport",2,9,5,NA,53,NA
"2282","tumbling","29","sport",2,8,5,NA,54,NA
"2283","skating","29","sport",2,7,4,NA,55,NA
"2284","checkers","29","sport",2,8,3,NA,56,NA
"2285","flicker ball","29","sport",3,11,3,NA,57,NA
"2286","shooting","29","sport",2,8,3,NA,58,NA
"2287","skin diving","29","sport",3,10,3,NA,59,NA
"2288","snow skiing","29","sport",3,10,3,NA,60,NA
"2289","track and field","29","sport",3,13,3,NA,61,NA
"2290","weight lifting","29","sport",3,13,3,NA,62,NA
"2291","apparatus","29","sport",4,9,2,NA,63,NA
"2292","camping","29","sport",2,7,2,NA,64,NA
"2293","cards","29","sport",1,5,2,NA,65,NA
"2294","dancing","29","sport",2,7,2,NA,66,NA
"2295","field","29","sport",1,5,2,NA,67,NA
"2296","field hockey","29","sport",3,11,2,NA,68,NA
"2297","girls","29","sport",1,5,2,NA,69,NA
"2298","pole vault","29","sport",2,9,2,NA,70,NA
"2299","shuffleboard","29","sport",3,12,2,NA,71,NA
"2300","skate boarding","29","sport",3,13,2,NA,72,NA
"2301","speedaway","29","sport",3,9,2,NA,73,NA
"2302","water polo","29","sport",4,9,2,NA,74,NA
"2303","hurricane","30","weather phenomenon",3,9,318,8,1,3.56
"2304","tornado","30","weather phenomenon",3,7,303,1,2,4.02
"2305","rain","30","weather phenomenon",1,4,297,70,3,2.54
"2306","snow","30","weather phenomenon",1,4,266,59,4,3.1
"2307","hail","30","weather phenomenon",1,4,206,10,5,4.78
"2308","sleet","30","weather phenomenon",5,1,173,1,6,4.59
"2309","storm","30","weather phenomenon",1,5,100,26,7,2.79
"2310","wind","30","weather phenomenon",1,4,85,63,8,5
"2311","cyclone","30","weather phenomenon",2,7,83,0,9,3.89
"2312","clouds","30","weather phenomenon",1,6,74,38,10,4.76
"2313","sun","30","weather phenomenon",1,3,73,112,11,4.57
"2314","lightning","30","weather phenomenon",2,9,69,14,12,4.48
"2315","typhoon","30","weather phenomenon",2,7,57,0,13,4.6
"2316","thunder","30","weather phenomenon",2,7,55,14,14,4.44
"2317","cold","30","weather phenomenon",1,4,48,171,15,6.24
"2318","blizzard","30","weather phenomenon",2,8,46,7,16,4.61
"2319","fog","30","weather phenomenon",1,3,45,25,17,5.97
"2320","monsoon","30","weather phenomenon",2,7,42,3,18,4.88
"2321","thunderstorm","30","weather phenomenon",3,12,31,0,19,3.75
"2322","humidity","30","weather phenomenon",4,8,30,8,20,6.41
"2323","sunny","30","weather phenomenon",2,5,29,13,21,4.89
"2324","hot","30","weather phenomenon",1,3,27,130,22,6.25
"2325","tidal wave","30","weather phenomenon",3,9,27,0,23,5.22
"2326","hailstorm","30","weather phenomenon",2,9,18,1,24,4.75
"2327","drought","30","weather phenomenon",1,7,16,5,25,5.78
"2328","earthquake","30","weather phenomenon",2,10,16,9,26,2.9
"2329","heat","30","weather phenomenon",1,4,15,97,27,4.62
"2330","ice","30","weather phenomenon",1,3,14,45,28,6.13
"2331","rainbow","30","weather phenomenon",2,7,14,4,29,5
"2332","windstorm","30","weather phenomenon",2,9,14,1,30,4.55
"2333","clear","30","weather phenomenon",1,5,13,219,31,6.5
"2334","snowstorm","30","weather phenomenon",2,9,13,3,32,4.67
"2335","warm","30","weather phenomenon",1,4,13,67,33,7
"2336","gale","30","weather phenomenon",1,4,12,2,34,6.25
"2337","waterspout","30","weather phenomenon",3,0,12,0,35,5.3
"2338","mist","30","weather phenomenon",7,4,11,14,36,6.2
"2339","rainstorm","30","weather phenomenon",2,9,11,2,37,4
"2340","twister","30","weather phenomenon",2,7,11,4,38,5.2
"2341","frost","30","weather phenomenon",1,5,9,NA,39,NA
"2342","dust storm","30","weather phenomenon",2,9,8,NA,40,NA
"2343","heat wave","30","weather phenomenon",2,8,7,NA,41,NA
"2344","smog","30","weather phenomenon",1,4,7,NA,42,NA
"2345","drizzle","30","weather phenomenon",2,7,6,NA,43,NA
"2346","high pressure","30","weather phenomenon",3,12,6,NA,44,NA
"2347","dry","30","weather phenomenon",1,3,5,NA,45,NA
"2348","foggy","30","weather phenomenon",2,5,5,NA,46,NA
"2349","low pressure","30","weather phenomenon",3,11,5,NA,47,NA
"2350","rainy","30","weather phenomenon",2,5,5,NA,48,NA
"2351","temperature","30","weather phenomenon",4,11,5,NA,49,NA
"2352","whirlwind","30","weather phenomenon",2,9,5,NA,50,NA
"2353","breeze","30","weather phenomenon",1,6,4,NA,51,NA
"2354","calm","30","weather phenomenon",1,4,4,NA,52,NA
"2355","dew","30","weather phenomenon",1,3,4,NA,53,NA
"2356","fair","30","weather phenomenon",1,4,4,NA,54,NA
"2357","front","30","weather phenomenon",1,5,4,NA,55,NA
"2358","high","30","weather phenomenon",1,4,4,NA,56,NA
"2359","humid","30","weather phenomenon",2,5,4,NA,57,NA
"2360","low","30","weather phenomenon",1,3,4,NA,58,NA
"2361","mild","30","weather phenomenon",1,4,4,NA,59,NA
"2362","squall","30","weather phenomenon",1,6,4,NA,60,NA
"2363","avalanche","30","weather phenomenon",3,9,3,NA,61,NA
"2364","clear sky","30","weather phenomenon",2,8,3,NA,62,NA
"2365","cloud burst","30","weather phenomenon",2,10,3,NA,63,NA
"2366","overcast","30","weather phenomenon",3,8,3,NA,64,NA
"2367","sandstorm","30","weather phenomenon",2,9,3,NA,65,NA
"2368","tempest","30","weather phenomenon",2,7,3,NA,66,NA
"2369","thermometer","30","weather phenomenon",4,11,3,NA,67,NA
"2370","volcano eruption","30","weather phenomenon",6,15,3,NA,68,NA
"2371","weather vane","30","weather phenomenon",3,11,3,NA,69,NA
"2372","aurora borealis","30","weather phenomenon",7,14,2,NA,70,NA
"2373","barometer","30","weather phenomenon",4,9,2,NA,71,NA
"2374","cold front","30","weather phenomenon",2,9,2,NA,72,NA
"2375","cold spell","30","weather phenomenon",2,9,2,NA,73,NA
"2376","dampness","30","weather phenomenon",2,8,2,NA,74,NA
"2377","eclipse","30","weather phenomenon",2,7,2,NA,75,NA
"2378","electrical storm","30","weather phenomenon",5,15,2,NA,76,NA
"2379","glaze","30","weather phenomenon",1,5,2,NA,77,NA
"2380","haze","30","weather phenomenon",1,4,2,NA,78,NA
"2381","northern lights","30","weather phenomenon",3,14,2,NA,79,NA
"2382","pour","30","weather phenomenon",1,4,2,NA,80,NA
"2383","pressure","30","weather phenomenon",2,8,2,NA,81,NA
"2384","showers","30","weather phenomenon",2,7,2,NA,82,NA
"2385","slush","30","weather phenomenon",1,5,2,NA,83,NA
"2386","shirt","31","article of clothing",1,5,352,27,1,3.59
"2387","socks","31","article of clothing",1,5,330,7,2,5.45
"2388","pants","31","article of clothing",1,5,318,9,3,3.89
"2389","shoes","31","article of clothing",1,5,274,44,4,5.35
"2390","blouse","31","article of clothing",6,1,261,1,5,4.17
"2391","skirt","31","article of clothing",1,5,261,21,6,4.08
"2392","coat","31","article of clothing",1,4,260,43,7,6.51
"2393","dress","31","article of clothing",1,5,240,67,8,3.22
"2394","hat","31","article of clothing",1,3,201,56,9,5.97
"2395","sweater","31","article of clothing",2,7,163,14,10,5
"2396","tie","31","article of clothing",1,3,136,23,11,6.23
"2397","slip","31","article of clothing",1,4,127,19,12,7.12
"2398","jacket","31","article of clothing",2,6,100,33,13,7.61
"2399","slacks","31","article of clothing",1,6,100,7,14,5.85
"2400","gloves","31","article of clothing",1,6,99,7,15,7.88
"2401","belt","31","article of clothing",1,4,84,29,16,7.22
"2402","underwear","31","article of clothing",3,9,72,3,17,6.79
"2403","shorts","31","article of clothing",1,6,71,29,18,6.65
"2404","bra","31","article of clothing",1,3,70,0,19,6.85
"2405","scarf","31","article of clothing",1,4,64,10,20,7.76
"2406","suit","31","article of clothing",1,4,53,48,21,6.41
"2407","t-shirt","31","article of clothing",2,7,48,0,22,6.81
"2408","stockings","31","article of clothing",2,9,46,5,23,7.83
"2409","trousers","31","article of clothing",2,8,41,7,24,4.79
"2410","undershirt","31","article of clothing",3,10,35,3,25,7.15
"2411","vest","31","article of clothing",1,4,29,4,26,8.23
"2412","nylons","31","article of clothing",2,6,26,0,27,7.77
"2413","girdle","31","article of clothing",2,6,25,2,28,8.92
"2414","underpants","31","article of clothing",3,10,22,0,29,7.28
"2415","overcoat","31","article of clothing",2,8,20,5,30,7.62
"2416","bermudas","31","article of clothing",3,8,16,0,31,6.25
"2417","hose","31","article of clothing",1,4,16,9,32,8
"2418","raincoat","31","article of clothing",2,8,15,0,33,8.4
"2419","panties","31","article of clothing",2,7,14,1,34,4
"2420","jumper","31","article of clothing",2,6,13,1,35,7.2
"2421","sweat shirt","31","article of clothing",2,10,12,2,36,6.4
"2422","bathing suit","31","article of clothing",3,11,10,0,37,7.89
"2423","cap","31","article of clothing",1,3,9,NA,38,NA
"2424","boots","31","article of clothing",1,5,8,NA,39,NA
"2425","pajamas","31","article of clothing",3,7,8,NA,40,NA
"2426","rings","31","article of clothing",1,5,8,NA,41,NA
"2427","robe","31","article of clothing",1,4,7,NA,42,NA
"2428","shift","31","article of clothing",1,5,7,NA,43,NA
"2429","earmuffs","31","article of clothing",2,8,6,NA,44,NA
"2430","jock","31","article of clothing",1,4,6,NA,45,NA
"2431","shell","31","article of clothing",1,5,5,NA,46,NA
"2432","watch","31","article of clothing",1,5,5,NA,47,NA
"2433","ascot","31","article of clothing",2,5,4,NA,48,NA
"2434","cuff links","31","article of clothing",2,9,4,NA,49,NA
"2435","dickey","31","article of clothing",2,6,4,NA,50,NA
"2436","handkerchief","31","article of clothing",3,12,4,NA,51,NA
"2437","swimsuit","31","article of clothing",2,8,4,NA,52,NA
"2438","levi's","31","article of clothing",2,6,3,NA,53,NA
"2439","sports coat","31","article of clothing",2,10,3,NA,54,NA
"2440","apron","31","article of clothing",2,5,2,NA,55,NA
"2441","bracelet","31","article of clothing",2,8,2,NA,56,NA
"2442","cape","31","article of clothing",1,4,2,NA,57,NA
"2443","chemise","31","article of clothing",2,7,2,NA,58,NA
"2444","culottes","31","article of clothing",2,8,2,NA,59,NA
"2445","garter","31","article of clothing",2,6,2,NA,60,NA
"2446","hairband","31","article of clothing",2,8,2,NA,61,NA
"2447","jeans","31","article of clothing",1,5,2,NA,62,NA
"2448","jersey","31","article of clothing",2,6,2,NA,63,NA
"2449","knee socks","31","article of clothing",2,9,2,NA,64,NA
"2450","muffler","31","article of clothing",2,7,2,NA,65,NA
"2451","necktie","31","article of clothing",2,7,2,NA,66,NA
"2452","nightgown","31","article of clothing",2,9,2,NA,67,NA
"2453","parka","31","article of clothing",2,5,2,NA,68,NA
"2454","purse","31","article of clothing",1,5,2,NA,69,NA
"2455","ribbon","31","article of clothing",2,6,2,NA,70,NA
"2456","suspenders","31","article of clothing",3,10,2,NA,71,NA
"2457","topcoat","31","article of clothing",2,7,2,NA,72,NA
"2458","tuxedo","31","article of clothing",3,6,2,NA,73,NA
"2459","underclothes","31","article of clothing",3,12,2,NA,74,NA
"2460","undershorts","31","article of clothing",3,11,2,NA,75,NA
"2461","window","32","part of a building",2,6,338,119,1,3.54
"2462","door","32","part of a building",1,4,322,312,2,3.44
"2463","roof","32","part of a building",1,4,266,59,3,3.98
"2464","wall","32","part of a building",1,4,242,160,4,3.95
"2465","floor","32","part of a building",1,5,238,158,5,4.09
"2466","ceiling","32","part of a building",2,7,167,31,6,4.91
"2467","room","32","part of a building",1,4,161,383,7,3.46
"2468","basement","32","part of a building",2,8,108,31,8,4.33
"2469","brick","32","part of a building",1,5,101,18,9,3.94
"2470","hall","32","part of a building",1,4,65,152,10,4.65
"2471","stair","32","part of a building",1,5,64,2,11,4.78
"2472","elevator","32","part of a building",4,8,61,0,12,5.74
"2473","chimney","32","part of a building",2,7,60,7,13,4.96
"2474","foundation","32","part of a building",3,10,51,38,14,5.12
"2475","steps","32","part of a building",1,4,50,119,15,4.81
"2476","stairway","32","part of a building",2,8,41,6,16,5
"2477","attic","32","part of a building",2,5,30,16,17,5.14
"2478","cement","32","part of a building",2,6,27,11,18,6.06
"2479","wood","32","part of a building",1,4,25,55,19,6.71
"2480","bathroom","32","part of a building",2,8,23,18,20,4.53
"2481","closet","32","part of a building",2,6,23,16,21,6.38
"2482","corner","32","part of a building",2,6,22,115,22,5.1
"2483","glass","32","part of a building",1,5,20,99,23,6.75
"2484","cornerstone","32","part of a building",3,11,19,3,24,2.58
"2485","beams","32","part of a building",1,5,18,113,25,5.43
"2486","kitchen","32","part of a building",2,7,18,90,26,5.75
"2487","lights","32","part of a building",1,6,18,47,27,7
"2488","side","32","part of a building",1,4,18,380,28,3.88
"2489","cellar","32","part of a building",2,6,17,26,29,5
"2490","office","32","part of a building",2,6,17,255,30,5.15
"2491","porch","32","part of a building",1,5,16,43,31,5.71
"2492","living room","32","part of a building",3,10,15,1,32,6.88
"2493","lobby","32","part of a building",2,5,15,20,33,5.22
"2494","bedroom","32","part of a building",2,7,14,52,34,4.57
"2495","wing","32","part of a building",1,4,14,18,35,2.73
"2496","entrance","32","part of a building",2,8,13,57,36,5.13
"2497","furniture","32","part of a building",3,9,13,39,37,7.33
"2498","stone","32","part of a building",1,5,13,58,38,6.25
"2499","corridor","32","part of a building",3,8,12,17,39,5.5
"2500","chairs","32","part of a building",1,6,11,23,40,5.3
"2501","doorway","32","part of a building",2,7,11,15,41,5.1
"2502","frame","32","part of a building",1,5,11,74,42,6.67
"2503","rafters","32","part of a building",2,6,11,1,43,5.33
"2504","front","32","part of a building",1,5,10,221,44,2.5
"2505","dining room","32","part of a building",3,10,9,NA,45,NA
"2506","facade","32","part of a building",2,6,8,NA,46,NA
"2507","hallway","32","part of a building",2,7,8,NA,47,NA
"2508","mortar","32","part of a building",2,6,8,NA,48,NA
"2509","siding","32","part of a building",2,6,8,NA,49,NA
"2510","desk","32","part of a building",1,4,7,NA,50,NA
"2511","gutters","32","part of a building",2,7,7,NA,51,NA
"2512","inside","32","part of a building",2,6,7,NA,52,NA
"2513","nails","32","part of a building",1,5,7,NA,53,NA
"2514","shutters","32","part of a building",2,8,7,NA,54,NA
"2515","eaves","32","part of a building",1,5,6,NA,55,NA
"2516","first floor","32","part of a building",2,10,6,NA,56,NA
"2517","girders","32","part of a building",2,7,6,NA,57,NA
"2518","ledges","32","part of a building",2,6,6,NA,58,NA
"2519","pipes","32","part of a building",1,5,6,NA,59,NA
"2520","shingle","32","part of a building",2,7,6,NA,60,NA
"2521","blackboard","32","part of a building",2,10,5,NA,61,NA
"2522","fireplace","32","part of a building",2,9,5,NA,62,NA
"2523","furnace","32","part of a building",2,7,5,NA,63,NA
"2524","lounge","32","part of a building",1,6,5,NA,64,NA
"2525","outside","32","part of a building",2,7,5,NA,65,NA
"2526","tile","32","part of a building",1,4,5,NA,66,NA
"2527","apartment","32","part of a building",3,9,4,NA,67,NA
"2528","awnings","32","part of a building",2,7,4,NA,68,NA
"2529","back","32","part of a building",1,4,4,NA,69,NA
"2530","balcony","32","part of a building",3,7,4,NA,70,NA
"2531","banister","32","part of a building",3,8,4,NA,71,NA
"2532","classrooms","32","part of a building",2,10,4,NA,72,NA
"2533","cornice","32","part of a building",2,7,4,NA,73,NA
"2534","framework","32","part of a building",2,9,4,NA,74,NA
"2535","gable","32","part of a building",2,5,4,NA,75,NA
"2536","joist","32","part of a building",1,5,4,NA,76,NA
"2537","metal","32","part of a building",2,5,4,NA,77,NA
"2538","paint","32","part of a building",1,5,4,NA,78,NA
"2539","plaster","32","part of a building",2,7,4,NA,79,NA
"2540","plumbing","32","part of a building",2,8,4,NA,80,NA
"2541","second floor","32","part of a building",3,11,4,NA,81,NA
"2542","sidewalk","32","part of a building",2,8,4,NA,82,NA
"2543","steel","32","part of a building",1,5,4,NA,83,NA
"2544","windowsill","32","part of a building",3,10,4,NA,84,NA
"2545","wiring","32","part of a building",3,6,4,NA,85,NA
"2546","annex","32","part of a building",2,5,3,NA,86,NA
"2547","boards","32","part of a building",1,6,3,NA,87,NA
"2548","concrete","32","part of a building",2,8,3,NA,88,NA
"2549","doorknob","32","part of a building",2,8,3,NA,89,NA
"2550","escalator","32","part of a building",4,9,3,NA,90,NA
"2551","fire escape","32","part of a building",3,10,3,NA,91,NA
"2552","flagpole","32","part of a building",2,8,3,NA,92,NA
"2553","insulation","32","part of a building",4,10,3,NA,93,NA
"2554","laboratory","32","part of a building",5,10,3,NA,94,NA
"2555","level","32","part of a building",2,5,3,NA,95,NA
"2556","rain gutters","32","part of a building",3,11,3,NA,96,NA
"2557","rest rooms","32","part of a building",2,9,3,NA,97,NA
"2558","shade","32","part of a building",1,5,3,NA,98,NA
"2559","stories","32","part of a building",2,7,3,NA,99,NA
"2560","structure","32","part of a building",2,9,3,NA,100,NA
"2561","towers","32","part of a building",2,6,3,NA,101,NA
"2562","washroom","32","part of a building",2,8,3,NA,102,NA
"2563","window ledge","32","part of a building",3,11,3,NA,103,NA
"2564","woodwork","32","part of a building",2,8,3,NA,104,NA
"2565","block","32","part of a building",1,5,2,NA,105,NA
"2566","boiler room","32","part of a building",3,10,2,NA,106,NA
"2567","buttress","32","part of a building",2,8,2,NA,107,NA
"2568","cable","32","part of a building",2,5,2,NA,108,NA
"2569","carpet","32","part of a building",2,6,2,NA,109,NA
"2570","cinder blocks","32","part of a building",3,12,2,NA,110,NA
"2571","den","32","part of a building",1,3,2,NA,111,NA
"2572","dome","32","part of a building",1,4,2,NA,112,NA
"2573","dormer","32","part of a building",2,6,2,NA,113,NA
"2574","drinking fountain","32","part of a building",4,16,2,NA,114,NA
"2575","entrance foyer","32","part of a building",4,13,2,NA,115,NA
"2576","exit","32","part of a building",2,4,2,NA,116,NA
"2577","flight","32","part of a building",1,6,2,NA,117,NA
"2578","ground floor","32","part of a building",2,11,2,NA,118,NA
"2579","lintel","32","part of a building",2,6,2,NA,119,NA
"2580","lock","32","part of a building",1,4,2,NA,120,NA
"2581","lumber","32","part of a building",2,6,2,NA,121,NA
"2582","main floor","32","part of a building",2,9,2,NA,122,NA
"2583","partitions","32","part of a building",3,10,2,NA,123,NA
"2584","people","32","part of a building",2,6,2,NA,124,NA
"2585","pillar","32","part of a building",2,6,2,NA,125,NA
"2586","rear","32","part of a building",1,4,2,NA,126,NA
"2587","rec room","32","part of a building",2,7,2,NA,127,NA
"2588","rod","32","part of a building",1,3,2,NA,128,NA
"2589","rug","32","part of a building",1,3,2,NA,129,NA
"2590","section","32","part of a building",2,7,2,NA,130,NA
"2591","sink","32","part of a building",1,4,2,NA,131,NA
"2592","skylight","32","part of a building",2,8,2,NA,132,NA
"2593","staircase","32","part of a building",2,9,2,NA,133,NA
"2594","stairwell","32","part of a building",2,9,2,NA,134,NA
"2595","steeple","32","part of a building",2,7,2,NA,135,NA
"2596","supports","32","part of a building",2,8,2,NA,136,NA
"2597","tap","32","part of a building",1,3,2,NA,137,NA
"2598","third floor","32","part of a building",2,10,2,NA,138,NA
"2599","toilet","32","part of a building",2,6,2,NA,139,NA
"2600","upper floors","32","part of a building",3,11,2,NA,140,NA
"2601","vestibule","32","part of a building",3,9,2,NA,141,NA
"2602","oxygen","33","chemical element",3,6,294,43,1,3.57
"2603","hydrogen","33","chemical element",3,8,274,39,2,3.48
"2604","nitrogen","33","chemical element",3,8,172,12,3,4.56
"2605","sodium","33","chemical element",3,6,131,12,4,4.01
"2606","iron","33","chemical element",2,4,126,43,5,4.32
"2607","gold","33","chemical element",1,4,117,52,6,3.96
"2608","helium","33","chemical element",3,6,113,15,7,4.77
"2609","silver","33","chemical element",2,6,111,29,8,4.79
"2610","potassium","33","chemical element",4,9,107,5,9,5.45
"2611","copper","33","chemical element",2,6,103,13,10,4.43
"2612","carbon","33","chemical element",2,6,103,30,11,4.13
"2613","sulfur","33","chemical element",2,6,100,1,12,4.39
"2614","chlorine","33","chemical element",2,8,96,33,13,4.63
"2615","zinc","33","chemical element",1,4,81,10,14,4.75
"2616","magnesium","33","chemical element",4,9,66,0,15,4.74
"2617","aluminum","33","chemical element",4,8,60,18,16,4.64
"2618","fluorine","33","chemical element",2,8,57,1,17,6.35
"2619","phosphorus","33","chemical element",3,11,50,1,18,4.73
"2620","calcium","33","chemical element",3,7,43,11,19,4.94
"2621","uranium","33","chemical element",4,7,42,6,20,6.88
"2622","lead","33","chemical element",1,4,41,129,21,5.26
"2623","argon","33","chemical element",2,5,40,7,22,6.09
"2624","neon","33","chemical element",2,4,39,14,23,4.7
"2625","mercury","33","chemical element",3,7,35,10,24,6.76
"2626","boron","33","chemical element",2,5,33,1,25,4.71
"2627","lithium","33","chemical element",3,7,32,0,26,5.13
"2628","manganese","33","chemical element",3,9,26,1,27,6.19
"2629","iodine","33","chemical element",3,6,25,18,28,6.81
"2630","tin","33","chemical element",1,3,25,12,29,6.38
"2631","acid","33","chemical element",2,4,23,13,30,2.53
"2632","bromine","33","chemical element",2,7,22,0,31,5.18
"2633","water","33","chemical element",2,5,22,442,32,1.64
"2634","radium","33","chemical element",3,6,20,0,33,6
"2635","krypton","33","chemical element",2,7,19,0,34,6.58
"2636","cobalt","33","chemical element",2,6,17,2,35,3.42
"2637","barium","33","chemical element",3,6,16,1,36,4.8
"2638","nickel","33","chemical element",2,6,16,7,37,5.67
"2639","platinum","33","chemical element",2,8,16,4,38,4
"2640","beryllium","33","chemical element",4,9,15,1,39,4.82
"2641","xenon","33","chemical element",2,5,14,1,40,5.56
"2642","plutonium","33","chemical element",4,9,11,0,41,4.9
"2643","radon","33","chemical element",2,5,9,NA,42,NA
"2644","silicon","33","chemical element",3,7,9,NA,43,NA
"2645","antimony","33","chemical element",4,8,7,NA,44,NA
"2646","bromide","33","chemical element",2,7,7,NA,45,NA
"2647","carbon dioxide","33","chemical element",5,13,7,NA,46,NA
"2648","chromium","33","chemical element",3,8,7,NA,47,NA
"2649","rubidium","33","chemical element",4,8,7,NA,48,NA
"2650","titanium","33","chemical element",4,8,7,NA,49,NA
"2651","arsenic","33","chemical element",3,7,6,NA,50,NA
"2652","astatine","33","chemical element",3,8,6,NA,51,NA
"2653","tungsten","33","chemical element",2,8,6,NA,52,NA
"2654","cadmium","33","chemical element",3,7,5,NA,53,NA
"2655","chloride","33","chemical element",2,8,5,NA,54,NA
"2656","salt","33","chemical element",1,4,5,NA,55,NA
"2657","alcohol","33","chemical element",3,7,4,NA,56,NA
"2658","base","33","chemical element",1,4,4,NA,57,NA
"2659","bismuth","33","chemical element",2,7,4,NA,58,NA
"2660","cesium","33","chemical element",3,6,4,NA,59,NA
"2661","francium","33","chemical element",3,8,4,NA,60,NA
"2662","molybdenum","33","chemical element",4,10,4,NA,61,NA
"2663","nitric acid","33","chemical element",4,10,4,NA,62,NA
"2664","sodium chloride","33","chemical element",5,14,4,NA,63,NA
"2665","sulfate","33","chemical element",2,7,4,NA,64,NA
"2666","californium","33","chemical element",5,11,3,NA,65,NA
"2667","gas","33","chemical element",1,3,3,NA,66,NA
"2668","hydrochloric acid","33","chemical element",6,16,3,NA,67,NA
"2669","tellurium","33","chemical element",4,9,3,NA,68,NA
"2670","zinc oxide","33","chemical element",3,9,3,NA,69,NA
"2671","zirconium","33","chemical element",4,9,3,NA,70,NA
"2672","alkaline","33","chemical element",3,8,2,NA,71,NA
"2673","ammonia","33","chemical element",4,7,2,NA,72,NA
"2674","carbon monoxide","33","chemical element",5,14,2,NA,73,NA
"2675","dioxide","33","chemical element",3,7,2,NA,74,NA
"2676","ferric","33","chemical element",2,6,2,NA,75,NA
"2677","freon","33","chemical element",2,5,2,NA,76,NA
"2678","glycerin","33","chemical element",3,8,2,NA,77,NA
"2679","hydrochloride","33","chemical element",4,13,2,NA,78,NA
"2680","ion","33","chemical element",1,3,2,NA,79,NA
"2681","lawrencium","33","chemical element",4,10,2,NA,80,NA
"2682","nitrate","33","chemical element",2,7,2,NA,81,NA
"2683","nitroglycerin","33","chemical element",5,13,2,NA,82,NA
"2684","oil","33","chemical element",1,3,2,NA,83,NA
"2685","peroxide","33","chemical element",3,8,2,NA,84,NA
"2686","polonium","33","chemical element",4,8,2,NA,85,NA
"2687","strontium","33","chemical element",3,9,2,NA,86,NA
"2688","sulfuric acid","33","chemical element",5,12,2,NA,87,NA
"2689","piano","34","musical instrument",3,5,329,38,1,2.96
"2690","drum","34","musical instrument",1,4,322,11,2,4.49
"2691","trumpet","34","musical instrument",2,7,279,7,3,4.38
"2692","violin","34","musical instrument",3,6,271,11,4,4.54
"2693","clarinet","34","musical instrument",3,8,259,1,5,4.21
"2694","flute","34","musical instrument",1,5,246,1,6,4.52
"2695","guitar","34","musical instrument",2,6,231,19,7,4.08
"2696","saxophone","34","musical instrument",3,9,176,4,8,4.98
"2697","trombone","34","musical instrument",2,8,173,0,9,5.27
"2698","oboe","34","musical instrument",2,4,144,0,10,4.56
"2699","tuba","34","musical instrument",2,4,119,1,11,5.2
"2700","harp","34","musical instrument",1,4,105,1,12,6.17
"2701","cello","34","musical instrument",2,5,89,0,13,6.05
"2702","banjo","34","musical instrument",2,5,77,2,14,5.27
"2703","bass","34","musical instrument",1,4,76,16,15,5.73
"2704","organ","34","musical instrument",1,5,76,12,16,5.71
"2705","french horn","34","musical instrument",2,10,63,0,17,6.24
"2706","viola","34","musical instrument",3,5,59,11,18,6.03
"2707","horn","34","musical instrument",1,4,51,31,19,3.54
"2708","piccolo","34","musical instrument",3,7,45,0,20,7.3
"2709","cymbals","34","musical instrument",2,7,43,0,21,7.5
"2710","harmonica","34","musical instrument",4,9,43,0,22,6.8
"2711","bassoon","34","musical instrument",2,7,40,0,23,7.11
"2712","accordion","34","musical instrument",4,9,37,1,24,4.95
"2713","cornet","34","musical instrument",2,6,33,0,25,6
"2714","xylophone","34","musical instrument",3,9,28,0,26,7.3
"2715","fiddle","34","musical instrument",2,6,20,2,27,6.5
"2716","harpsichord","34","musical instrument",3,10,20,1,28,6.75
"2717","bass fiddle","34","musical instrument",3,10,18,0,29,7.23
"2718","bugle","34","musical instrument",2,5,17,2,30,5.08
"2719","baritone","34","musical instrument",3,8,16,5,31,7.43
"2720","ukulele","34","musical instrument",4,7,15,0,32,4.92
"2721","triangle","34","musical instrument",3,8,11,4,33,8.11
"2722","bells","34","musical instrument",1,5,10,8,34,6.86
"2723","tambourine","34","musical instrument",3,10,9,NA,35,NA
"2724","bongos","34","musical instrument",2,6,8,NA,36,NA
"2725","sousaphone","34","musical instrument",3,10,7,NA,37,NA
"2726","bass drum","34","musical instrument",2,8,6,NA,38,NA
"2727","mandolin","34","musical instrument",3,8,6,NA,39,NA
"2728","marimba","34","musical instrument",3,7,6,NA,40,NA
"2729","tympani","34","musical instrument",3,7,6,NA,41,NA
"2730","english horn","34","musical instrument",3,11,5,NA,42,NA
"2731","recorder","34","musical instrument",3,8,5,NA,43,NA
"2732","lute","34","musical instrument",1,4,4,NA,44,NA
"2733","zither","34","musical instrument",2,6,4,NA,45,NA
"2734","bass viol","34","musical instrument",3,8,3,NA,46,NA
"2735","bass viola","34","musical instrument",4,9,3,NA,47,NA
"2736","chimes","34","musical instrument",1,6,3,NA,48,NA
"2737","clavichord","34","musical instrument",3,10,3,NA,49,NA
"2738","string bass","34","musical instrument",2,10,3,NA,50,NA
"2739","vibes","34","musical instrument",1,5,3,NA,51,NA
"2740","autoharp","34","musical instrument",3,8,2,NA,52,NA
"2741","bass clarinet","34","musical instrument",4,12,2,NA,53,NA
"2742","bass violin","34","musical instrument",4,10,2,NA,54,NA
"2743","castanet","34","musical instrument",3,8,2,NA,55,NA
"2744","double bass","34","musical instrument",3,10,2,NA,56,NA
